region,zone,woreda,hf_name,hf_type,y,x,x1,n,e,z,owner,status
SNNP,Derashe,Derashe Special Woreda,Gidole district hospital,Hospital,5.642633,37.355733,2163.000000,317890.273025,623957.711652,0.000000,,
SNNP,Hadiya,Soro,Gimbichu HC,Health Center,7.442167,37.619917,2048.000000,347702.043628,822866.935324,0.000000,,
SNNP,Kaffa,Decha,Goba chara HC,Health Center,6.956850,36.189617,2324.000000,189440.131841,769901.875960,0.000000,,
SNNP,Gurage,Enemor Ener,Gunchire HC,Health Center,8.045333,37.835667,2079.000000,371697.084514,889492.000198,0.000000,,
SNNP,Wolayta,Damot Sore,Gunino HC,Health Center,6.924133,37.653067,1013.000000,351192.533281,765572.976034,0.000000,,
SNNP,Kembata,Hadaro Tunto Zuria,Hadaro HC,Health Center,7.191083,37.671650,1670.000000,353330.058061,795085.410311,0.000000,,
SNNP,Gamo Goffa,Kamba,Haneqzula HC,Health Center,6.159350,37.159350,1466.000000,296321.778142,681170.631205,0.000000,,
SNNP,Gurage,Muhir Na Aklil,Hawariat HC,Health Center,8.236233,38.079333,2270.000000,398598.329265,910530.678690,0.000000,,
SNNP,Sidama,Awassa Town,Hawassa HC,Health Center,7.062500,38.470317,1693.000000,441502.936976,780691.279474,0.000000,,
SNNP,Sidama,Awassa Town,Hawassa referal hospital,Hospital,7.023683,38.459767,1694.000000,440332.823419,776401.375050,0.000000,,
SNNP,Gurage,Abeshege,Hole HC,Health Center,8.273017,37.657417,1800.000000,352135.447400,914729.779604,0.000000,,
SNNP,Hadiya,Gibe,Homacho HC,Health Center,7.688950,37.724817,2083.000000,359360.108056,850120.469652,0.000000,,
SNNP,Hadiya,Lemo,Hossana HC,Health Center,7.552267,37.853900,2320.000000,373558.552187,834966.990161,0.000000,,
SNNP,Sidama,Hula,Hula HC,Health Center,6.488533,38.507283,2789.000000,445521.178786,717235.069080,0.000000,,
SNNP,Siltie,Hulbarg,Hulbareg HC,Health Center,7.748333,38.119700,1998.000000,402929.389110,856576.422391,0.000000,,
SNNP,Hadiya,Soro,Jajura up-grading HC,Health Center,7.456100,37.688517,2127.000000,355278.233152,824384.600187,0.000000,,
SNNP,Gurage,Enemor Ener,Jatu HC,Health Center,8.072233,37.719183,1926.000000,358868.632225,892504.908627,0.000000,,
SNNP,Bench Maji,Bero,Jeba HC,Health Center,6.263000,35.223100,1690.000000,81919.6388169,693782.218958,0.000000,,
SNNP,South Omo,Jinka Town,Jinka millenium HC,Health Center,5.789383,36.555633,1399.000000,229300.316877,640505.366709,0.000000,,
SNNP,South Omo,Jinka Town,Jinka zonal hospital,Hospital,5.775933,36.558083,1394.000000,229565.408510,639016.084783,0.000000,,
SNNP,Sidama,Dara,Kabado HC,Health Center,6.474833,38.338717,1844.000000,426880.375088,715741.726746,0.000000,,
SNNP,Gamo Goffa,Kamba,Kamba HC,Health Center,6.053317,37.168983,1843.000000,297348.239176,669439.871321,0.000000,,
SNNP,South Omo,Gnangatom,Kangaten HC,Health Center,5.189133,36.089067,383.000000,177267.190561,574312.835035,0.000000,,
SNNP,Konso,Konso Special woreda,Karat higher HC,Health Center,5.338083,37.439300,1470.000000,327060.175555,590254.878523,0.000000,,
SNNP,Siltie,Alicho Wiriro,Kawakot HC,Health Center,8.007067,38.209567,3121.000000,412893.715848,885162.781035,0.000000,,
SNNP,Dawor,Tocha,Kechi HC,Health Center,7.041033,36.971700,2095.000000,275946.106974,778771.245336,0.000000,,
SNNP,Dawor,Gena bossa,Kerawo upgrading HC,Health Center,7.123800,37.285817,1727.000000,310689.468843,787785.837153,0.000000,,
SNNP,Siltie,Siltie,Kibet HC,Health Center,8.023183,38.325283,2090.000000,425649.315473,886921.910436,0.000000,,
SNNP,Bench Maji,Surma,Kibish HC,Health Center,6.069500,35.437167,987.000000,105503.171011,672185.416573,0.000000,,
SNNP,Siltie,Misirak Azerinet,Kilto HC,Health Center,7.789817,38.018767,2333.000000,391809.096557,861187.451888,0.000000,,
SNNP,Wolayta,Kindo didaye,Kindo halale HC,Health Center,6.753133,37.340333,1871.000000,316568.351996,746771.224808,0.000000,,
SNNP,Kaffa,Gewata,Kobech HC,Health Center,7.470733,36.119467,1793.000000,182041.323584,826827.196807,0.000000,,
SNNP,Kaffa,Gewata,Konda HC,Health Center,7.602967,36.014500,1647.000000,170545.010328,841542.043503,0.000000,,
SNNP,Hadiya,Soro,Kosha HC,Health Center,7.407417,37.755083,2431.000000,362609.867225,818980.216584,0.000000,,
SNNP,Gurage,Mareko,Koshe HC,Health Center,8.008517,38.541500,1864.000000,449474.199906,885267.547814,0.000000,,
SNNP,South Omo,Male,Koybe HC,Health Center,5.770017,36.791600,1374.000000,255437.412602,638255.836354,0.000000,,
SNNP,Siltie,Alicho Wiriro,Kutare up-grading HC,Health Center,7.908917,38.125250,2706.000000,403578.358157,874329.754926,0.000000,,
SNNP,Gamo Goffa,Melekoza,Laha HC,Health Center,6.473333,36.588067,1478.000000,233234.671045,716161.636865,0.000000,,
SNNP,Gamo Goffa,Arbaminch Zuria,Lante HC,Health Center,6.126533,37.636800,1189.000000,349156.576662,677383.409658,0.000000,,
SNNP,Sidama,Shabedino,Leku HC,Health Center,6.871367,38.439317,1873.000000,438054.179583,759565.198582,0.000000,,
SNNP,Siltie,Mihirab Azerinet Berbere,Lera HC,Health Center,7.741533,37.888150,2648.000000,377391.636695,855884.402107,0.000000,,
SNNP,Hadiya,Lemo,Lisana HC,Health Center,7.518733,37.925283,2190.000000,381425.597832,831239.210629,0.000000,,
SNNP,Bench Maji,Maji,Maji HC,Health Center,6.171483,35.586683,2351.000000,122150.031774,683371.808470,0.000000,,
SNNP,Sheka,Masha Town,Masha HC,Health Center,7.741433,35.488633,2275.000000,112574.997974,857313.735605,0.000000,,
SNNP,Sidama,Dale,Mesenkela HC,Health Center,6.804050,38.375867,1776.000000,431034.141507,752131.865534,0.000000,,
SNNP,Siltie,Lanfuro,Mito HC,Health Center,7.673067,38.354317,1825.000000,428789.223441,848208.723427,0.000000,,
SNNP,Bench Maji,Mizan Aman,Mizan HC,Health Center,6.991633,35.574500,1417.000000,121422.888127,774202.736412,0.000000,,
SNNP,Bench Maji,Mizan Aman,Mizan tefer hospital,Hospital,6.965500,35.543217,1337.000000,117940.212816,771333.981663,0.000000,,
SNNP,Gurage,Muhir Na Aklil,Mojer HC,Health Center,8.271717,38.052400,2090.000000,395640.966824,914460.912435,0.000000,,
SNNP,Kembata,Tembaro,Mudula HC,Health Center,7.296667,37.539467,2142.000000,338769.610683,806805.584334,0.000000,,
SNNP,Siltie,Mihirab Azerinet Berbere,Mugo HC,Health Center,7.836717,37.985667,2957.000000,388171.604407,866381.677214,0.000000,,
SNNP,Wolayta,Ofa,Mure HC,Health Center,6.762500,37.506483,1852.000000,334939.256098,747747.562788,0.000000,,
SNNP,Siltie,Dalocha,Nadugne agam HC,Health Center,7.689767,38.223667,1834.000000,414382.726476,850078.948042,0.000000,,
SNNP,Hadiya,Lemo,Nigist eleni mohamed metasabya hospital,Hospital,7.556000,37.841233,2375.000000,372162.038159,835383.484520,0.000000,,
SNNP,Kaffa,Tulo,Oda HC,Health Center,7.131667,36.469917,2208.000000,220540.130681,789070.609663,0.000000,,
SNNP,Hadiya,Gibe,Omochera HC,Health Center,7.787833,37.724033,2044.000000,359306.493608,861054.927198,0.000000,,
SNNP,South Omo,Dassenech,Omorate HC,Health Center,4.790600,36.042000,367.000000,171846.127900,530225.520600,0.000000,,
SNNP,Gurage,Geta,Quante upgrading HC,Health Center,7.972367,37.942683,2722.000000,383470.327833,881392.083492,0.000000,,
SNNP,Gamo Goffa,Sawla,Sawla HC,Health Center,6.315667,36.889850,1319.000000,266556.897989,698572.301007,0.000000,,
SNNP,Gamo Goffa,Sawla,Sawla hospital,Hospital,6.315667,36.889850,1319.000000,266556.897989,698572.301007,0.000000,,
SNNP,Gamo Goffa,Kucha,Selamber HC,Health Center,6.474383,37.453883,1388.000000,329025.523248,715904.564150,0.000000,,
SNNP,Sidama,Awassa Zuriya,Shamena gerimama HC,Health Center,7.075100,38.288733,2076.000000,421450.523560,782110.978134,0.000000,,
SNNP,Bench Maji,Sheko,Sheko HC,Health Center,7.054500,35.508367,1666.000000,114157.186161,781218.891700,0.000000,,
SNNP,Wolayta,Sodo Zuria,Shela berkoshe HC,Health Center,6.853167,37.825417,1930.000000,370217.042886,757675.755095,0.000000,,
SNNP,Gamo Goffa,Arabaminch Zuriya,Shelle HC,Health Center,5.889100,37.426517,1177.000000,325807.041697,651190.926770,0.000000,,
SNNP,Bench Maji,Shey Bench,Shewa bench HC,Health Center,6.956833,35.770600,2024.000000,143092.063401,770196.197788,0.000000,,
SNNP,Siltie,Alicho Wiriro,Shilmat HC,Health Center,7.968950,38.172250,2919.000000,408772.662160,880956.591495,0.000000,,
SNNP,Kembata,Kacha Bira,Shinshicho HC,Health Center,7.204583,37.774533,1870.000000,364695.696383,796546.432428,0.000000,,
SNNP,Kaffa,Chena,Shishinda HC,Health Center,7.252467,35.876017,2023.000000,154974.955605,802846.652952,0.000000,,
SNNP,Hadiya,Misrak Badawacho,Shone HC,Health Center,7.139183,37.952283,1971.000000,384306.954880,789266.619324,0.000000,,
SNNP,Hadiya,Lemo,Shurmo up-grading HC,Health Center,7.642667,37.887033,2399.000000,377240.055879,844953.018914,0.000000,,
SNNP,Sidama,Dara,Tafari kela HC,Health Center,6.502500,38.389850,1869.000000,432538.205180,718793.212317,0.000000,,
SNNP,Gurage,Kebena,Tatesa -wesherbe HC,Health Center,8.309617,37.952833,1916.000000,384685.628919,918679.018256,0.000000,,
SNNP,Sheka,Tapi Town,Teppi HC,Health Center,7.191267,35.422783,1211.000000,104805.360721,796438.682823,0.000000,,
SNNP,Dawor,Mareka,Tercha distric hospital,Hospital,7.140983,37.180000,1347.000000,299007.088709,789731.066919,0.000000,,
SNNP,South Omo,South Ari,Tlta HC,Health Center,5.975883,36.524883,1751.000000,225984.271600,661155.133705,0.000000,,
SNNP,Yem,Yem,Toba nucleus HC,Health Center,7.739700,37.473367,2484.000000,331641.933998,855823.578144,0.000000,,
SNNP,Dawor,Tocha,Tocha HC,Health Center,7.088567,37.036833,2639.000000,283165.949423,783998.172972,0.000000,,
SNNP,Wolayta,Sodo Zuria,Tome garera HC,Health Center,6.775050,37.664333,1794.000000,352391.641005,749084.539272,0.000000,,
SNNP,Siltie,Lanfuro,Tora HC,Health Center,7.857067,38.421517,2004.000000,436228.550379,868540.414278,0.000000,,
SNNP,Wolayta,Humbo Town,Tsebela HC,Health Center,6.702533,37.772283,1572.000000,364303.207343,741034.865192,0.000000,,
SNNP,Sidama,Dale,Tula HC,Health Center,6.953383,38.471350,1865.000000,441603.479290,768628.175106,0.000000,,
SNNP,Gedio,Dilla Zuria,Tumiticha HC,Health Center,6.335800,38.321217,2002.000000,424924.956595,700373.938313,0.000000,,
SNNP,Kembata,Hadero Tunto Zuria,Tunto HC,Health Center,7.222183,37.635967,1670.000000,349399.634129,798535.980524,0.000000,,
SNNP,South Omo,Hamer,Turmi HC,Health Center,4.970667,36.486617,925.000000,221279.516782,549951.784375,0.000000,,
SNNP,Kaffa,Gimbo,Uffa HC,Health Center,7.392467,36.219850,1750.000000,193076.034379,818093.721996,0.000000,,
SNNP,Gamo Goffa,Dara Malo,Wacha HC,Health Center,6.325267,37.303867,1152.000000,312377.227435,699466.497709,0.000000,,
SNNP,Kaffa,Chena,Wacha HC,Health Center,7.140600,35.792183,2226.000000,145619.796356,790525.870598,0.000000,,
SNNP,Dawor,Mareka,Waka HC,Health Center,7.055717,37.174200,2361.000000,298329.201759,780302.955169,0.000000,,
SNNP,Gurage,Abeshege,Walga HC,Health Center,8.322583,37.586967,1535.000000,344394.514644,920237.997487,0.000000,,
SNNP,Gedio,Wanago,Wanago HC,Health Center,6.319000,38.252150,1780.000000,417282.941466,698527.147831,0.000000,,
SNNP,Gurage,Geta,Wedaka upgrading HC,Health Center,7.920567,38.009333,2800.000000,390803.041592,875646.487147,0.000000,,
SNNP,Gurage,Woleikite Town,Welkite HC,Health Center,8.294500,37.786333,1883.000000,366343.011179,917059.754405,0.000000,,
SNNP,Siltie,werabe City administration,Werabe HC,Health Center,7.852050,38.176083,2092.000000,409169.586043,868031.032477,0.000000,,
SNNP,Sidama,Malga,Wetera resa HC,Health Center,6.907767,38.689500,2684.000000,465698.102152,763563.989181,0.000000,,
SNNP,Wolayta,Sodo Town,Wolayta sodo hospital,Hospital,6.854300,37.773033,2051.000000,364428.536967,757815.547114,0.000000,,
SNNP,Sidama,Wendogenet,Wondgenet HC,Health Center,7.041383,38.606333,1730.000000,456522.620136,778341.963700,0.000000,,
SNNP,Sidama,Melga,Wujigira HC,Health Center,6.937250,38.568833,2194.000000,452370.426012,766833.726101,0.000000,,
SNNP,Kaffa,Sayilem,Yadota HC,Health Center,7.823083,35.822117,2299.000000,149476.256384,866063.690738,0.000000,,
SNNP,Sidama,Arbegona,Yaya HC,Health Center,6.690667,38.722167,2561.000000,469293.141347,739562.033608,0.000000,,
SNNP,Dawor,Loma,Yello upgrading HC,Health Center,6.951800,37.339733,1297.000000,316578.002358,768742.247458,0.000000,,
SNNP,Sheka,Masha,Yena HC,Health Center,7.625300,35.502483,2398.000000,113999.875553,844439.332586,0.000000,,
SNNP,Gurage,Meskan,Yetibo ( mercy) hospital,Hospital,8.120183,38.292117,2304.000000,422012.930347,897652.394755,0.000000,,
SNNP,Sidama,Baricha,Yirba HC,Health Center,6.923950,38.368900,2012.000000,430281.754345,765388.104608,0.000000,,
SNNP,Gedio,Yirgachaffe,Yirgachefe HC,Health Center,6.155767,38.205483,1854.000000,412093.799922,680488.763060,0.000000,,
SNNP,Sidama,Yirgalem Town,Yirgalem HC,Health Center,6.756667,38.408833,1789.000000,434670.660693,746889.000095,0.000000,,
SNNP,Sidama,Yirgalem Town,Yirgalem hospital,Hospital,6.743117,38.389550,1739.000000,432537.721860,745393.656188,0.000000,,
SNNP,Gamo Goffa,Dita,Zada HC,Health Center,6.307517,37.490217,2507.000000,332990.165629,697440.111919,0.000000,,
SNNP,Gamo Goffa,Boreda,Zefine HC,Health Center,6.472467,37.637150,2259.000000,349295.166027,715634.593839,0.000000,,
Somali,Jijiga,Jijiga,Awbare HC,Health Center,9.774683,43.218467,1588.000000,963036.971339,1083398.70292,0.000000,,
Somali,Degehabor,D/bour,Degerhabour hospital,Hospital,8.221367,43.557767,1067.000000,1002499.47561,911632.967888,0.000000,,
Somali,Gode,Gode,Denan HC,Health Center,6.531667,43.489433,428.000000,996839.256181,724194.362479,0.000000,,
Somali,Gode,Gode,Gode hospital,Hospital,5.955567,43.555333,293.000000,1004700.86695,660377.845815,0.000000,,
Somali,Jijiga,Kabirbeyeh,Hope maternity hospital,Health Center,9.152017,43.361500,1610.000000,979630.966217,1014566.58903,0.000000,,
Somali,Jijiga,Jijiga,Jijiga HC,Health Center,9.335333,42.788400,1633.000000,916296.989341,1034160.96877,0.000000,,
Somali,Jijiga,Jijiga,Karamara hospital,Hospital,9.355617,42.805833,1654.000000,918191.099470,1036428.85994,0.000000,,
Somali,Jijiga,kebribeyah,Kebr beya HC,Health Center,9.092550,43.175050,1728.000000,959167.961592,1007731.52637,0.000000,,
Somali,Korehey,Kebridehar,Kebri dahar hospital,Hospital,6.736083,44.272617,530.000000,1083493.80295,747729.835383,0.000000,,
Somali,Jijiga,Jijiga,Mellineum hospital,Hospital,9.342950,42.813000,1643.000000,918994.888291,1035034.01548,0.000000,,
Somali,Gode,Gode,Sos  HC,Health Center,5.938667,43.541433,284.000000,1003173.07317,658491.152436,0.000000,,
Tigray,Centeral,Abiadi,Abi adi HC,Health Center,13.621867,38.992567,1831.000000,499195.973394,1505907.29484,0.000000,,
Tigray,Centeral,Abiadi,Abi adi hospital,Hospital,13.621867,38.987633,1883.000000,498662.359318,1505907.31655,0.000000,,
Tigray,North western,Laelay Adiyabo,Adi daero HC,Health Center,14.309483,38.176600,1826.000000,411197.978764,1582111.78354,0.000000,,
Tigray,Western,kafta Humora,Adigoshu HC,Health Center,14.157317,37.304650,1136.000000,317019.397803,1565787.13116,0.000000,,
Tigray,South east,Adigrat,Adigrat HC,Health Center,14.273783,39.458050,2437.000000,549406.518873,1578054.42047,0.000000,,
Tigray,Estern,Adigrat,Adigrat hospital,Hospital,14.279667,39.459433,2454.000000,549554.445046,1578705.41595,0.000000,,
Tigray,Southern,Hiintalo wejerat,Adigudom HC,Health Center,13.238233,39.518983,2083.000000,556225.787434,1463539.60701,0.000000,,
Tigray,Southern,Alage,Adishehu health  center,Health Center,12.935767,39.528333,2473.000000,557308.620635,1430091.56771,0.000000,,
Tigray,Centeral,Adwa,Adwa health canter,Health Center,14.166633,38.895083,1892.000000,488678.173401,1566157.79003,0.000000,,
Tigray,Centeral,Adwa,Adwa hospital,Hospital,14.194950,38.882783,1934.000000,487352.416892,1569290.15521,0.000000,,
Tigray,Eastern,Agulae( Kilte awlaelo),Agulae HC,Health Center,13.689267,39.592000,2014.000000,564016.524228,1513439.44814,0.000000,,
Tigray,Southern,Alamata,Alamata district hospital,Hospital,12.418817,39.552350,1587.000000,560034.746579,1372928.49528,0.000000,,
Tigray,Southern,Alamata,Alamata HC,Health Center,12.425333,39.557550,1550.000000,560598.440586,1373650.32607,0.000000,,
Tigray,Centeral,Axum,Axum HC,Health Center,14.122750,38.713550,2136.000000,469082.417381,1561320.77409,0.000000,,
Tigray,Estern,Ganta Afeshum,Biezet HC,Health Center,14.282900,39.288683,2049.000000,531136.739752,1579033.36115,0.000000,,
Tigray,Centeral,Mereb Leke,Birshwa HC,Health Center,14.403200,38.787300,1395.000000,477070.928075,1592329.55825,0.000000,,
Tigray,Southern,Raya Azebo,Chercher HC,Health Center,12.525783,39.774667,1772.000000,584164.882637,1384818.23596,0.000000,,
Tigray,South east,Hentalo Wajerat,Debube HC,Health Center,13.074283,39.637267,2539.000000,569086.741652,1445437.37502,0.000000,,
Tigray,Western,Wolkait,Dejena HC,Health Center,13.763000,37.327183,2004.000000,319144.690196,1522143.77417,0.000000,,
Tigray,Eastern,Erob,Dowhan HC,Health Center,14.508217,39.554767,1916.000000,559776.505345,1604006.23598,0.000000,,
Tigray,Centeral,Werie Lake,Edaga arabi HC,Health Center,14.038883,39.066033,1969.000000,507129.791842,1552027.61390,0.000000,,
Tigray,Eastern,Saese tsadaemba( Ferwayne),Edaga hamus HC,Health Center,14.189033,39.556117,2728.000000,560006.891220,1568704.00322,0.000000,,
Tigray,North  Western,Asgedie ( Tsimbla),Endabaguna HC,Health Center,13.958667,38.187233,1767.000000,412210.411010,1543305.26141,0.000000,,
Tigray,North  Western,Shirie,Endaslasie HC(omer),Health Center,14.106783,38.285083,1916.000000,422829.598574,1559653.41414,0.000000,,
Tigray,Centeral,Ahferom,Enticho HC,Health Center,14.280267,39.147067,2013.000000,515862.422763,1578727.79007,0.000000,,
Tigray,Estern,Gulomekeda,Fatsi HC,Health Center,14.393000,39.375200,2514.000000,540448.591090,1591223.78560,0.000000,,
Tigray,Eastern,Saesetsaeda Emba,Freweyni HC,Health Center,14.042500,39.585600,2512.000000,563228.738334,1552505.00815,0.000000,,
Tigray,Centeral,Degua Temben,Hagere selam HC,Health Center,13.636383,39.172150,2621.000000,518619.495606,1507519.30007,0.000000,,
Tigray,Eastern,Atsibi- Wonberta,Haikmesahl  HC,Health Center,13.758667,39.705450,2156.000000,576262.643308,1521147.96578,0.000000,,
Tigray,Eastern,Hawazen,Hawzen HC,Health Center,13.998167,39.425733,2262.000000,545976.014564,1547564.86739,0.000000,,
Tigray,Western,Humera Town,Kahsay abera hospital (humera),Hospital,14.275200,36.608367,593.000000,241969.695874,1579490.88416,0.000000,,
Tigray,Mekelle,Semene,Kassech HC,Health Center,13.473000,39.456467,2115.000000,549404.916839,1489489.82501,0.000000,,
Tigray,Southern,Korem,Korem HC,Health Center,12.520500,39.509017,2450.000000,555303.171379,1384163.84562,0.000000,,
Tigray,Southern,Maychew,Lemlem karl hospital,Hospital,12.775050,39.539333,2422.000000,558539.053628,1412320.48771,0.000000,,
Tigray,Southern,Maychew,Maichew HC,Health Center,12.796667,39.536467,2421.000000,558222.944636,1414710.40363,0.000000,,
Tigray,Western,Tsegedie,Meareg hospital,Hospital,13.643950,36.858650,759.000000,268354.107953,1509370.95694,0.000000,,
Tigray,Centeral,Laelay Machew,Medebay welel HC,Health Center,14.195067,38.703000,1991.000000,467953.850370,1569320.25351,0.000000,,
Tigray,Mekelle,Semene,Mekelle HC,Health Center,13.485867,39.469850,2084.000000,550850.748516,1490915.52572,0.000000,,
Tigray,Mekelle,Debub(South),Mekelle hospital,Hospital,13.502000,39.486500,2077.000000,552649.241373,1492703.28423,0.000000,,
Tigray,Southern,Raya Azebo,Mohoni HC,Health Center,12.801667,39.641033,1771.000000,569570.631631,1415289.18876,0.000000,,
Tigray,Eastern,Haikmeshal,Mulu HC,Health Center,13.859083,39.736233,2680.000000,579556.569540,1532264.15347,0.000000,,
Tigray,North western,Tselemti,Mytsebri HC,Health Center,13.571283,38.137983,1384.000000,406737.017649,1500477.83675,0.000000,,
Tigray,Mekelle,Debub,Qiuha hospital,Hospital,13.473617,39.537117,2237.000000,558133.999871,1489575.65988,0.000000,,
Tigray,South east,Saharti Samre,Samere HC,Health Center,13.186833,39.204900,2062.000000,522202.939075,1457806.12274,0.000000,,
Tigray,North  Western,Medebay Zanna,Selekleka HC,Health Center,14.114417,38.480833,1972.000000,443961.957164,1560442.19522,0.000000,,
Tigray,Centeral,Naeder,Semema HC,Health Center,13.887250,38.649117,2066.000000,462089.223371,1535284.63598,0.000000,,
Tigray,Mekelle,Zonal  Hospital (Kuiha),Semien HC ( mekelles),Health Center,13.510683,39.474900,2030.000000,551391.999172,1493661.14984,0.000000,,
Tigray,Western,Hummera,Setit humera HC,Health Center,14.298833,36.601683,594.000000,241275.304411,1582114.14178,0.000000,,
Tigray,North western,Sheraro,Sheraro HC,Health Center,14.387817,37.780833,1046.000000,368556.277606,1590965.12857,0.000000,,
Tigray,North  Western,Shire,Shire mch clinic,Clinic,14.101867,38.291517,1908.000000,423522.426066,1559107.51105,0.000000,,
Tigray,Centeral,Axum,St. mariam hospital,Hospital,14.121317,38.728500,2137.000000,470695.852581,1561160.33429,0.000000,,
Tigray,North  Western,Shirie ( Endaselassie),Suhul hospital,Hospital,14.113317,38.304550,1924.000000,424933.124268,1560369.71816,0.000000,,
Tigray,Western,Tsegedie,Tsegedie HC,Health Center,13.399900,37.399333,2882.000000,326683.388963,1481920.99969,0.000000,,
Tigray,South east,Endamohni,Wode samero HC,Health Center,12.756500,39.335100,2456.000000,536373.989762,1410231.71192,0.000000,,
Tigray,Southern,Wukro,Wukro district  hospital,Hospital,13.789700,39.592283,1989.000000,564019.891234,1524547.24515,0.000000,,
Tigray,Eastern,Wukro,Wukro HC,Health Center,13.776633,39.590383,1982.000000,563818.061672,1523101.58857,0.000000,,
Tigray,Centeral,Tahtay Machew,Wukro maray HC,Health Center,14.108450,38.607167,2224.000000,457597.297642,1559755.82545,0.000000,,
Tigray,Centeral,Tanguabergele,Yechila HC,Health Center,13.288483,38.990050,1574.000000,498922.268306,1469038.38515,0.000000,,
Tigray,Mekelle,Debub(South),Yeha midam hospital,Hospital,13.491100,39.458950,2063.000000,549669.963132,1491492.06918,0.000000,,
Tigray,Eastern,FATSI (Gulomekeda),Zalambesa HC,Health Center,14.521033,39.386633,2361.000000,541657.326167,1605386.49849,0.000000,,
Addis Ababa,Akaki Kality,4,Gelan hc,Health Center,981378.000000,474268.000000,0.000000,0.00000000000,0.00000000000,2092.000000,Government,UC
Addis Ababa,Akaki Kality,1,Akaki hc,Health Center,980383.000000,476687.000000,0.000000,0.00000000000,0.00000000000,2064.000000,Government,Functional
Addis Ababa,Akaki Kality,3,Woreda 3 hc,Health Center,979726.000000,475988.000000,0.000000,0.00000000000,0.00000000000,2061.000000,Government,UC
Addis Ababa,Akaki Kality,2,Woreda 2hc,Health Center,978311.000000,478615.000000,0.000000,0.00000000000,0.00000000000,2079.000000,Government,UC
Addis Ababa,Akaki Kality,9,Kilinto hc,Health Center,982842.000000,480325.000000,0.000000,0.00000000000,0.00000000000,2202.000000,Government,UC
Addis Ababa,Akaki Kality,8,Woreda 8 hc,Health Center,982235.000000,476020.000000,0.000000,0.00000000000,0.00000000000,2122.000000,Government,UC
Addis Ababa,Akaki Kality,6,Saris hc,Health Center,989806.000000,474022.000000,0.000000,0.00000000000,0.00000000000,2251.000000,Government,Functional
Addis Ababa,Arada,9,Gulele hc,Health Center,996492.000000,472075.000000,0.000000,0.00000000000,0.00000000000,2541.000000,Government,Expansion
Addis Ababa,Arada,2,Woreda 2 hc,Health Center,998786.000000,471286.000000,0.000000,0.00000000000,0.00000000000,2451.000000,Government,lack finishing
Addis Ababa,Arada,5,Woreda 5 hc,Health Center,999648.000000,472548.000000,0.000000,0.00000000000,0.00000000000,2489.000000,Government,lack finishing
Addis Ababa,Arada,3,Woreda 3 hc,Health Center,999211.000000,474237.000000,0.000000,0.00000000000,0.00000000000,2469.000000,Government,lack finishing
Addis Ababa,Gulele,7,Woreda 7 hc,Health Center,1001813.000000,472083.000000,0.000000,0.00000000000,0.00000000000,2599.000000,Government,No power&water
Addis Ababa,Gulele,5,Woreda 5 hc,Health Center,1001215.000000,472707.000000,0.000000,0.00000000000,0.00000000000,2548.000000,Government,Functiona
Addis Ababa,Gulele,1,Woreda1 hc,Health Center,1001966.000000,473621.000000,0.000000,0.00000000000,0.00000000000,2593.000000,Government,Functional
Addis Ababa,Gulele,6,Woreda 6 hc,Health Center,1002215.000000,473099.000000,0.000000,0.00000000000,0.00000000000,2599.000000,Government,lack finishing
Addis Ababa,Gulele,8,Woreda 8 hc,Health Center,1001674.000000,470998.000000,0.000000,0.00000000000,0.00000000000,2580.000000,Government,Functional
Addis Ababa,Gulele,10,Woreda 10 hc,Health Center,1001674.000000,469086.000000,0.000000,0.00000000000,0.00000000000,2580.000000,Government,Functional
Addis Ababa,Gulele,3,Woreda 3 hc,Health Center,999777.000000,471394.000000,0.000000,0.00000000000,0.00000000000,2490.000000,Government,UC
Addis Ababa,Gulele,2,Woreda 2 hc,Health Center,999793.000000,474065.000000,0.000000,0.00000000000,0.00000000000,2511.000000,Government,lack finishing
Addis Ababa,Gulele,4,Woreda 4 hc,Health Center,1000095.000000,472475.000000,0.000000,0.00000000000,0.00000000000,2501.000000,Government,lack finishing
Addis Ababa,Kirkos,6,Woreda 6 hc,Health Center,994330.000000,471700.000000,0.000000,0.00000000000,0.00000000000,2317.000000,Government,lack finishing
Addis Ababa,Kirkos,5,Woreda 5 hc,Health Center,993799.000000,472537.000000,0.000000,0.00000000000,0.00000000000,2311.000000,Government,lack finishing
Addis Ababa,Kirkos,3,Woreda 3 hc,Health Center,993291.000000,473759.000000,0.000000,0.00000000000,0.00000000000,2311.000000,Government,lack finishing
Addis Ababa,Kirkos,2,Woreda 2 hc,Health Center,993985.000000,474737.000000,0.000000,0.00000000000,0.00000000000,2315.000000,Government,lack finishing
Addis Ababa,Kirkos,4,Woreda 4 hc,Health Center,996467.000000,472069.000000,0.000000,0.00000000000,0.00000000000,0.000000,Government,lack finishing
Addis Ababa,Lideta,7,Teklehaymanot hc,Health Center,997285.000000,472307.000000,0.000000,0.00000000000,0.00000000000,2379.000000,Government,Relocation
Addis Ababa,Lideta,8,Selam hc,Health Center,996954.000000,471667.000000,0.000000,0.00000000000,0.00000000000,2348.000000,Government,UC
Addis Ababa,Lideta,3,Woreda 3 hc,Health Center,997007.000000,470516.000000,0.000000,0.00000000000,0.00000000000,2395.000000,Government,UC
